Metadata_treatment	Metadata_dose	Metadata_Nuclei_Location_Center_X	Metadata_Nuclei_Location_Center_Y	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_ZSlice	UMAP0	UMAP1
Trametinib	10	893.0856461774221	567.7893751064192	NF0014	F10	2	ZS046	11.45535	3.9435735
DMSO	1	649.6599059771659	592.224042981867	NF0014	C4	2	ZS032	14.288443	2.4281185
Nilotinib	1	812.5682878081279	373.21652231845434	NF0014	F6	1	ZS044	13.12189	1.8966793
Trametinib	1	817.0439783491204	414.6141745602165	NF0014	C10	2	ZS018	11.407519	4.146503
Everolimus	1	807.6116743471582	351.278801843318	NF0014	G4	2	ZS036	10.831283	4.434684
Mirdametinib	1	622.5253447967043	1267.0981551137381	NF0014	F8	1	ZS022	9.985944	1.8830185
DMSO	1	750.0741464881937	565.5426379906753	NF0014	D9	1	ZS048	11.29361	2.338904
Linsitinib	1	474.17388193202146	735.7439177101968	NF0014	G3	1	ZS044	8.694846	1.5845137
Linsitinib	1	526.1723300970874	1088.886962552011	NF0014	G3	1	ZS044	10.19217	0.18894066
DMSO	1	660.6197072403969	927.0110030454858	NF0014	F4	1	ZS042	11.959723	2.2506409
Binimetinib	10	1018.7089201877934	887.1455399061033	NF0014	C8	2	ZS030	10.732046	-0.0636813
Nilotinib	1	741.1656190215906	296.91473080076526	NF0014	F6	1	ZS044	11.086549	2.253494
Copanlisib	1	1116.303647158609	700.067005937235	NF0014	D3	2	ZS014	11.71287	0.39863202
Ketotifen	1	589.9149696320114	1130.7045373347623	NF0014	G6	1	ZS018	9.04704	0.047025993
Selumetinib	10	1054.466975432944	1044.664518727346	NF0014	F11	3	ZS028	10.336756	3.0651894
DMSO	1	1201.3761445488951	343.90123306067636	NF0014	E4	1	ZS048	11.476147	0.6943969
Ketotifen	1	1107.6714821613855	628.9618485114535	NF0014	C7	1	ZS024	12.051376	1.6925431
Mirdametinib	1	1052.8498810296344	795.2976422236643	NF0014	E8	2	ZS064	13.304328	1.7766238
Digoxin	1	994.8235294117648	884.6470588235294	NF0014	D2	1	ZS026	11.229812	-0.68858874
Trametinib	10	673.076197521731	1242.69761420381	NF0014	F10	1	ZS048	8.014142	3.5577378
Digoxin	1	986.3686696405143	916.9525059039622	NF0014	E2	2	ZS016	9.779069	3.5223963
DMSO	1	723.6037126715092	946.2406318459588	NF0014	F4	2	ZS060	13.698701	2.2723932
Everolimus	1	763.0986404833836	827.960422960725	NF0014	C5	1	ZS052	11.598562	2.244978
Staurosporine	10	1112.5642013353877	863.8246019517206	NF0014	C2	2	ZS006	7.935156	4.081668
Imatinib	1	873.3731557377049	934.5362704918033	NF0014	C6	2	ZS054	10.72148	1.433905
Copanlisib	1	984.9148258283773	438.1841546304163	NF0014	D3	2	ZS014	10.985895	1.5326455
Digoxin	1	990.3850574712644	731.5402298850574	NF0014	D2	2	ZS014	10.382818	0.5380215
Cabozantinib	1	518.9325842696629	695.689138576779	NF0014	D7	1	ZS046	11.875424	-0.071437985
Imatinib	1	871.2627421274753	735.0577859539011	NF0014	D6	1	ZS046	13.258153	2.11877
DMSO	1	565.5700538876058	882.4307159353349	NF0014	C4	2	ZS032	9.499996	1.9784127
Everolimus	1	920.2144339063426	354.00963248369885	NF0014	C5	1	ZS052	11.35914	2.4849362
Mirdametinib	10	679.301912568306	653.9562841530054	NF0014	G8	2	ZS028	8.627259	0.16952884
DMSO	1	507.50974542561653	717.4527645186953	NF0014	D9	1	ZS048	11.163798	0.5219413
Rapamycin	1	989.3338724168913	905.6654088050315	NF0014	F5	2	ZS038	13.6670065	1.7637595
Copanlisib	1	1184.5674754775425	1107.6149716055756	NF0014	E3	1	ZS028	10.607106	2.3711948
Onalespib	1	868.7518018018018	600.0436936936937	NF0014	F2	1	ZS016	8.9853325	0.54507923
Copanlisib	1	811.7004067958842	785.9504666188084	NF0014	E3	2	ZS030	10.656673	5.0668836
Binimetinib	1	610.9344262295082	504.91569086651054	NF0014	F7	2	ZS040	11.48125	3.7719717
Imatinib	1	864.3656538969617	824.1029062087187	NF0014	D6	1	ZS046	11.099308	1.345379
DMSO	1	917.1408292865148	1196.7134852446768	NF0014	F9	2	ZS046	10.043342	2.0413418
Fimepinostat	1	881.7396449704142	795.0	NF0014	D5	1	ZS010	10.617645	5.0501256
Binimetinib	1	642.7934475616645	649.6776501600452	NF0014	F7	2	ZS040	14.488359	2.24061
Linsitinib	1	816.9577377252953	819.6532007458048	NF0014	G3	1	ZS044	10.205962	1.9701047
Linsitinib	1	472.6325199831721	196.78376104333194	NF0014	F3	1	ZS042	11.559842	1.0443308
Staurosporine	10	878.1129943502825	548.6836158192091	NF0014	C11	2	ZS024	11.272627	-0.68577665
Selumetinib	10	425.50307262569834	309.01173184357543	NF0014	F11	1	ZS056	12.565821	0.12637146
Imatinib	1	924.6403622250971	938.4566623544631	NF0014	D6	1	ZS046	11.558917	0.47797924
Trametinib	10	761.6305555555556	1164.2787037037037	NF0014	F10	1	ZS048	8.156169	3.3361316
Selumetinib	1	815.3453744493393	165.21321585903084	NF0014	D11	2	ZS060	10.232523	3.8754501
Onalespib	1	771.952725250278	690.5650723025584	NF0014	F2	1	ZS016	9.617784	0.7897003
DMSO	1	911.777344151176	416.9652870493992	NF0014	C4	2	ZS032	11.197228	2.6909015
Onalespib	1	720.7111111111111	540.9939393939394	NF0014	C3	1	ZS032	10.574492	0.080356516
Staurosporine	10	822.4793011773643	579.2005317128751	NF0014	C2	2	ZS006	7.8802476	4.101623
DMSO	1	690.0936288088643	1055.1118322121092	NF0014	F9	2	ZS046	12.431204	2.2642102
Ketotifen	1	474.40213178294573	1240.108527131783	NF0014	G6	2	ZS024	9.036041	0.18132423
Digoxin	1	519.4696132596686	437.1767955801105	NF0014	D2	1	ZS026	10.660016	-0.75823474
DMSO	1	887.9674424862102	737.7303914973766	NF0014	G9	1	ZS048	13.36953	1.2659063
Trametinib	10	331.17097608274076	1168.3425985778927	NF0014	F10	1	ZS048	7.9615903	4.0691423
Mirdametinib	1	1225.8984483681113	799.3292669876939	NF0014	E8	2	ZS064	11.156367	3.3742611
Imatinib	1	733.3254419191919	698.0737584175084	NF0014	C6	1	ZS034	8.789281	1.4056858
Selumetinib	10	1043.6040746195386	640.6286205203731	NF0014	F11	1	ZS056	12.22374	1.5539638
Mirdametinib	1	1060.6560577127095	927.9724167197114	NF0014	E8	2	ZS064	10.93044	3.2717483
Binimetinib	1	933.0424474187381	1129.7388145315488	NF0014	G7	2	ZS016	8.880274	0.06047705
Selumetinib	1	816.2048539038799	978.0825482995369	NF0014	G10	1	ZS054	12.414507	2.4047666
Copanlisib	1	850.8325358851674	841.5885167464115	NF0014	E3	2	ZS030	11.003866	5.559464
Selumetinib	10	368.36906377204883	817.1397557666214	NF0014	F11	3	ZS028	9.618456	-0.3209617
Trametinib	1	674.8668532936751	957.9831160878314	NF0014	C10	1	ZS044	10.652165	4.4991503
Digoxin	1	848.1495327102804	262.58878504672896	NF0014	D2	2	ZS014	12.029751	-1.2944561
Ketotifen	1	605.7147686456793	875.3739699978872	NF0014	G6	2	ZS024	8.947989	-0.4142523
Binimetinib	1	707.0183847669074	1043.1694024950755	NF0014	F7	1	ZS028	8.839358	0.51860213
Selumetinib	10	332.7079646017699	809.2077043206663	NF0014	F11	3	ZS028	9.804685	-0.12541418
DMSO	1	845.4237288135594	253.9707773232028	NF0014	D4	1	ZS058	14.123411	2.7382083
Digoxin	1	448.27972027972027	393.75524475524475	NF0014	D2	1	ZS026	12.123022	-1.2964345
DMSO	1	1437.0236673773986	168.92302771855012	NF0014	E4	1	ZS048	11.914897	0.69067067
Binimetinib	10	929.2108843537414	965.4897959183673	NF0014	C8	2	ZS030	10.933154	0.28667545
Ketotifen	1	592.0159574468086	1103.872340425532	NF0014	G6	2	ZS024	10.982687	-0.57534575
DMSO	1	726.1072742711576	978.4214548542316	NF0014	E4	1	ZS048	12.865516	2.7315094
Onalespib	1	1076.5376097747233	483.4360442917144	NF0014	F2	1	ZS016	10.314427	1.4082745
Digoxin	1	576.1632653061224	956.0561224489796	NF0014	D2	1	ZS026	9.8960285	0.74230576
Digoxin	1	1015.5853658536586	790.5040650406504	NF0014	D2	1	ZS026	10.109783	-0.61684746
Copanlisib	1	787.4349867918991	869.0252421485178	NF0014	E3	2	ZS030	11.315746	5.7344007
Ketotifen	1	654.4494580287371	574.5492815729771	NF0014	C7	2	ZS024	9.917447	2.636696
Ketotifen	1	807.3889724310777	905.1012531328321	NF0014	G6	2	ZS024	10.371705	-0.12897198
DMSO	1	871.7630901287554	855.1214592274678	NF0014	F4	1	ZS042	10.846875	1.9667288
Fimepinostat	1	832.8978102189781	779.2956204379562	NF0014	D5	2	ZS016	11.342207	0.15195677
Trametinib	10	711.209534684556	336.25035683699684	NF0014	F10	1	ZS048	7.9469132	3.756258
DMSO	1	817.3386935787956	896.8055894421648	NF0014	F9	2	ZS046	13.673263	2.1220977
Mirdametinib	1	556.2923213100244	1165.734233237442	NF0014	E8	2	ZS064	12.5964575	2.6817186
DMSO	1	568.8214942951785	1005.508925285241	NF0014	F4	3	ZS042	11.338425	3.01792
Trametinib	10	1045.8884168157424	471.81976744186045	NF0014	F10	2	ZS046	11.911825	3.0897593
Trametinib	10	1012.5532482942747	685.0080094927321	NF0014	F10	1	ZS048	8.145867	3.395749
DMSO	1	889.9610713173466	573.7606145541369	NF0014	C4	2	ZS032	13.070509	1.2752465
DMSO	1	539.7893660531697	408.34083162917517	NF0014	F4	1	ZS042	11.318297	0.9360395
Digoxin	1	923.2962962962963	392.2962962962963	NF0014	D2	1	ZS026	11.134399	-0.69089663
Copanlisib	1	872.4555817610063	804.2704402515724	NF0014	E3	2	ZS030	11.198861	5.704214
Selumetinib	1	1165.0440578400362	737.7742882964302	NF0014	D11	2	ZS060	10.613678	1.2366959
Cabozantinib	1	503.64224253831674	529.6550147889218	NF0014	D7	1	ZS046	13.759677	1.444871
Linsitinib	1	763.6634732980025	734.6620464737057	NF0014	G3	1	ZS044	9.035381	0.80446535
DMSO	1	637.3088904864605	394.60867481428227	NF0014	F9	1	ZS014	10.3770485	2.6253648
Selumetinib	10	1030.998943364328	496.28951817413355	NF0014	F11	1	ZS056	10.993349	1.2734871
Nilotinib	1	1119.3691047396137	846.2752486834406	NF0014	F6	1	ZS044	11.968527	2.1489606
Digoxin	1	925.192439862543	888.3926116838488	NF0014	D2	1	ZS026	8.9587345	1.452075
Fimepinostat	1	942.5253164556962	720.5	NF0014	D5	2	ZS016	11.17719	-0.5812062
DMSO	1	779.1092896174863	959.1912568306011	NF0014	E9	1	ZS038	12.812722	-0.28164846
Fimepinostat	1	1161.5866666666666	927.4266666666666	NF0014	D5	2	ZS016	11.404814	-0.5259685
DMSO	1	790.4770408163265	393.4936224489796	NF0014	C4	1	ZS044	11.983343	0.7765978
Selumetinib	1	916.3998749739529	127.1452385913732	NF0014	D11	2	ZS060	10.096117	3.6482277
Selumetinib	1	725.5444281831486	1360.5038678653564	NF0014	D11	2	ZS060	14.199469	1.8965862
Cabozantinib	1	684.0189995189995	743.5262145262145	NF0014	E7	1	ZS012	8.92225	-0.069110505
Trametinib	10	315.8351296732907	1120.0968339508252	NF0014	F10	1	ZS048	8.032425	4.073425
DMSO	1	762.0610990600145	452.5397686189443	NF0014	C4	1	ZS044	11.165043	0.9582698
Linsitinib	1	483.8834532374101	866.3525179856115	NF0014	F3	1	ZS042	12.858313	2.2069871
Everolimus	1	777.3127921801955	1370.9124521886952	NF0014	G4	2	ZS036	10.394796	2.72509
Linsitinib	1	598.5588888888889	728.789494949495	NF0014	G3	2	ZS038	10.175326	2.2337885
DMSO	1	812.0201280878316	592.1418115279048	NF0014	C4	2	ZS032	13.745145	3.165691
DMSO	1	1103.1905387647832	704.873850197109	NF0014	D9	3	ZS050	11.582708	3.3656206
Ketotifen	1	339.1944	1066.3272	NF0014	G6	2	ZS024	10.005326	0.57844156
Cabozantinib	1	799.0971089696071	994.0800593031876	NF0014	E7	2	ZS028	9.832364	2.598217
DMSO	1	428.9390243902439	526.7926829268292	NF0014	D9	1	ZS048	12.875489	-1.1750627
Ketotifen	1	504.85263157894735	98.2421052631579	NF0014	C7	1	ZS024	11.250845	-1.5086639
DMSO	1	563.5616722330992	801.8545433605897	NF0014	C4	2	ZS032	14.211399	2.2940187
Mirdametinib	1	450.2788300835655	756.7142061281337	NF0014	E8	2	ZS064	13.208317	-0.36346966
Binimetinib	10	942.3458774583963	626.8178895612708	NF0014	D8	1	ZS034	12.79822	1.9889785
Fimepinostat	1	826.5948275862069	820.8275862068965	NF0014	D5	2	ZS016	11.455422	-1.1028595
Digoxin	1	787.6087162482236	875.4176535607137	NF0014	E2	2	ZS016	10.276071	3.919258
DMSO	1	499.009260433845	250.59736141063047	NF0014	C4	2	ZS032	10.854991	2.6723025
Cabozantinib	1	803.4909264565425	533.4106972301814	NF0014	D7	1	ZS046	8.733932	-0.6719939
Everolimus	1	853.1967099567099	655.7451082251082	NF0014	C5	1	ZS052	13.892942	1.4973986
Ketotifen	1	772.178066831128	619.5519174702848	NF0014	C7	1	ZS024	12.264938	1.7561449
Selumetinib	1	824.1663141993957	741.1430513595166	NF0014	D11	1	ZS048	8.4832945	4.3688707
Rapamycin	1	1084.8543333333334	871.0116666666667	NF0014	F5	2	ZS038	11.32945	2.2509937
Ketotifen	1	882.3782076589025	549.4279510461903	NF0014	C7	2	ZS024	9.953751	2.5705316
Nilotinib	1	468.6160740962056	148.7421571556618	NF0014	E6	1	ZS054	12.938667	-0.09473419
Nilotinib	1	619.6868686868687	831.1414141414141	NF0014	F6	2	ZS060	12.681643	3.9241326
Staurosporine	10	804.3202676864245	723.6003824091778	NF0014	G11	2	ZS014	8.740769	-0.22572792
Mirdametinib	1	875.5491071428571	854.0357142857143	NF0014	E8	1	ZS030	11.190357	-0.27496445
DMSO	1	806.1105411644012	658.797512182611	NF0014	C4	1	ZS044	12.154652	1.0564692
Mirdametinib	1	586.7900754074434	825.3473607394794	NF0014	F8	2	ZS046	14.319338	1.9645407
Mirdametinib	1	718.3024248302619	971.0851600387973	NF0014	F8	2	ZS046	10.790428	3.5697904
Ketotifen	1	1081.527418723071	979.2690951821387	NF0014	C7	1	ZS024	12.14939	1.7129997
Trametinib	10	683.2979797979798	661.1262626262626	NF0014	F10	1	ZS048	8.145412	3.426487
Cabozantinib	1	414.4724892277097	528.8685780576732	NF0014	D7	1	ZS046	10.944372	3.4713626
DMSO	1	654.9406256650351	1004.7129176420515	NF0014	G9	1	ZS048	11.881421	2.9936323
Binimetinib	1	691.1098901098901	724.4285714285714	NF0014	F7	1	ZS028	8.845225	0.31618747
Selumetinib	1	841.4210893854748	928.588687150838	NF0014	G10	3	ZS038	14.043381	2.9732945
Staurosporine	10	964.7222222222222	670.6666666666666	NF0014	C2	2	ZS006	7.9769883	4.141243
Binimetinib	10	718.808408982322	860.1259436215958	NF0014	C8	2	ZS030	10.563892	4.4844465
Fimepinostat	1	585.3214285714286	800.5446428571429	NF0014	D5	2	ZS016	11.314232	-0.5180279
DMSO	1	837.4896869691822	1101.2909487988352	NF0014	C4	1	ZS044	13.939928	1.5986218
Copanlisib	1	840.4966666666667	621.14	NF0014	D3	2	ZS014	9.830631	0.27495453
Binimetinib	1	820.2408821034775	926.1013570822731	NF0014	G7	1	ZS024	13.07618	3.3825758
Trametinib	10	739.4454739843193	1232.8382038488953	NF0014	F10	1	ZS048	8.5779295	3.3317623
Ketotifen	1	547.7553342816501	1173.334281650071	NF0014	G6	2	ZS024	9.876326	1.1416651
Everolimus	1	996.9492903843087	406.08148620634665	NF0014	G4	2	ZS036	10.563169	3.128606
Rapamycin	1	902.2955387340957	817.9115799645675	NF0014	G5	2	ZS030	10.832557	3.0191731
Staurosporine	10	718.0689481630599	784.0689481630599	NF0014	G11	2	ZS014	8.6369705	1.3303038
DMSO	1	410.2738095238095	497.6309523809524	NF0014	D9	1	ZS048	12.879415	-1.1140041
Mirdametinib	1	366.6843462246777	822.1915285451197	NF0014	E8	2	ZS064	12.774871	1.2280414
Ketotifen	1	306.8475249272037	617.370952086826	NF0014	C7	1	ZS024	12.20949	1.4439509
Mirdametinib	1	410.37921207041074	447.51366303436714	NF0014	E8	2	ZS064	10.582454	2.8304355
Imatinib	1	1120.911577028259	577.4694621695534	NF0014	C6	1	ZS034	9.468604	1.8501818
DMSO	1	951.0081743869209	1162.258855585831	NF0014	F4	3	ZS042	11.430552	0.90260816
DMSO	1	610.9539040451552	956.293979303857	NF0014	D9	2	ZS052	14.1123	2.4379041
Mirdametinib	10	934.0065257113025	867.0751761942051	NF0014	C9	2	ZS030	11.465395	5.7524285
DMSO	1	659.4568047337278	1010.61775147929	NF0014	F4	2	ZS060	13.7191515	3.1030657
Imatinib	1	575.6251118782765	920.9171461449943	NF0014	D6	2	ZS030	10.733273	4.6040597
Rapamycin	1	1132.7787401574803	667.7275590551181	NF0014	G5	1	ZS022	10.326866	1.8052697
Cabozantinib	1	852.4014373716633	554.6550308008214	NF0014	D7	1	ZS046	13.158922	-0.2571603
Binimetinib	1	643.798697551727	761.1487923501772	NF0014	F7	2	ZS040	10.882383	3.8644676
Everolimus	1	997.2445289222234	548.0300010274325	NF0014	C5	1	ZS052	14.114354	1.5424504
DMSO	1	854.1608222490931	1201.1197097944378	NF0014	F9	2	ZS046	10.08009	0.4552014
Trametinib	1	643.4317021276596	292.73787234042555	NF0014	D10	1	ZS016	9.371469	2.0920742
Everolimus	1	829.0800638257931	537.0515299418059	NF0014	C5	1	ZS052	13.854875	1.6241145
DMSO	1	560.4471985540924	1297.6199328685773	NF0014	C4	1	ZS044	12.134117	2.8277397
Linsitinib	1	426.8121645796064	619.9547182468694	NF0014	F3	1	ZS042	11.074406	3.2446277
Trametinib	10	805.5997910135841	756.4911180773249	NF0014	E10	1	ZS010	10.194665	-0.29584852
Selumetinib	1	1019.8136662286465	1079.079632063075	NF0014	D11	2	ZS060	11.278512	2.1420908
Cabozantinib	1	484.0184572301426	845.0328411405295	NF0014	D7	1	ZS046	11.698042	2.7896023
Selumetinib	1	602.2220560747663	557.7706542056075	NF0014	G10	1	ZS054	9.336718	2.0179043
DMSO	1	584.2467545337429	860.0907739569914	NF0014	F4	2	ZS060	11.909352	2.9464974
Staurosporine	10	640.3645433614736	518.657712970069	NF0014	C11	2	ZS024	9.635627	0.86643904
Digoxin	1	911.0779816513761	421.34266055045873	NF0014	E2	1	ZS024	9.659342	0.70222324
Nilotinib	1	998.6830199764983	701.1648061104582	NF0014	F6	2	ZS060	11.423891	2.8461072
Mirdametinib	10	412.18170457385656	708.3269182704324	NF0014	G8	2	ZS028	10.328834	-0.0019478708
Ketotifen	1	350.5438596491228	1089.5	NF0014	G6	2	ZS024	11.327579	-1.0941455
Rapamycin	1	976.1585195530727	798.0230446927375	NF0014	G5	2	ZS030	11.446121	2.8404365
Fimepinostat	1	1109.0550458715597	1125.7247706422017	NF0014	D5	2	ZS016	12.085014	-0.5595656
DMSO	1	546.4101415334487	569.1348131554831	NF0014	F4	1	ZS042	14.052762	1.7081494
Onalespib	1	544.2689975026757	741.1915804495184	NF0014	F2	2	ZS014	8.755125	1.041178
Trametinib	1	856.6302850482144	476.39440500158946	NF0014	C10	2	ZS018	11.533527	4.019719
Cabozantinib	1	879.3067077506519	820.4811566721972	NF0014	E7	2	ZS028	13.891692	2.8414721
Trametinib	10	693.1077762619373	758.5238744884039	NF0014	F10	1	ZS048	9.214214	3.013959
DMSO	1	763.9920050494425	555.0248264254155	NF0014	C4	2	ZS032	13.640698	2.8746915
Digoxin	1	944.8738738738739	440.0810810810811	NF0014	D2	1	ZS026	11.289251	-1.0353483
Binimetinib	1	917.0916104146577	1031.26518804243	NF0014	G7	2	ZS016	9.547037	0.2320008
Trametinib	1	510.81389452332655	574.0316091954023	NF0014	D10	1	ZS016	9.672965	2.3810282
Fimepinostat	1	1219.7028301886792	1372.8466981132076	NF0014	D5	2	ZS016	11.7456875	-0.1586127
Linsitinib	1	930.3610810810811	1075.4508108108107	NF0014	G3	1	ZS044	8.690615	0.9588044
Trametinib	10	340.7310505319149	376.7616356382979	NF0014	F10	1	ZS048	8.233526	3.5195987
Selumetinib	10	557.9067055393587	569.9368318756074	NF0014	F11	1	ZS056	11.451625	0.83487654
Rapamycin	1	777.0985013449468	731.8383501985397	NF0014	F5	1	ZS042	12.182727	2.906031
Rapamycin	1	608.2685240963856	709.9612951807229	NF0014	F5	1	ZS042	12.462394	2.9716396
Binimetinib	1	792.3481941309255	405.7308126410835	NF0014	F7	2	ZS040	9.862412	3.2567136
Mirdametinib	1	472.6412064238151	261.3747225486356	NF0014	F8	1	ZS022	9.825733	1.7484763
DMSO	1	386.8287752675386	1175.9241973840665	NF0014	F4	3	ZS042	11.033076	1.7739618
Nilotinib	1	481.53624405261684	807.5552756787014	NF0014	E6	2	ZS020	11.544686	3.940227
Binimetinib	10	949.4077097505669	793.9070294784581	NF0014	D8	1	ZS034	9.639806	0.17462434
Selumetinib	1	508.6898648648649	208.4358108108108	NF0014	D11	1	ZS048	8.263146	3.581422
Onalespib	1	905.2781065088758	903.7110453648916	NF0014	F2	2	ZS014	8.86749	-0.38523674
DMSO	1	840.9128761371588	1140.0376720317238	NF0014	D9	2	ZS052	10.854391	3.3584583
DMSO	1	1065.8192036578396	557.7201371689846	NF0014	D9	3	ZS050	12.335822	3.7641273
Binimetinib	1	863.4890619206526	838.2871091336052	NF0014	G7	1	ZS024	13.792246	2.7773046
DMSO	1	449.2022887916526	954.6819252776843	NF0014	D9	2	ZS052	9.602825	0.09603783
Selumetinib	10	803.5858431969999	926.2950896519395	NF0014	F11	1	ZS056	11.625469	3.205631
DMSO	1	944.6272420067585	313.50454899922016	NF0014	E9	1	ZS038	11.300251	1.3532053
Selumetinib	1	936.9985601949274	850.7025141211651	NF0014	G10	3	ZS038	14.446676	2.1079452
DMSO	1	711.3985056039851	406.4458281444583	NF0014	F4	1	ZS042	11.576988	0.54251945
Digoxin	1	1025.055944055944	830.2657342657343	NF0014	D2	1	ZS026	11.279062	-0.8721832
Rapamycin	1	640.807840509298	940.5134863461217	NF0014	F5	1	ZS042	11.161605	3.2122674
DMSO	1	596.0060302651041	972.3000341335761	NF0014	F9	1	ZS014	10.985643	1.1404507
Nilotinib	1	972.5297302618626	908.2403032092932	NF0014	F6	1	ZS044	11.89341	2.6017585
Ketotifen	1	313.053354890865	931.3160873080033	NF0014	G6	2	ZS024	8.850356	-0.9597537
Mirdametinib	1	1148.5903026358608	1451.371949235275	NF0014	E8	2	ZS064	13.035616	-0.118080996
Everolimus	1	1112.7992713701794	806.9670339434867	NF0014	C5	1	ZS052	11.239491	2.6995654
DMSO	1	543.7727562062381	492.45130490133675	NF0014	C4	2	ZS032	13.77628	2.7594202
Ketotifen	1	103.43266197524872	129.6299441883038	NF0014	G6	1	ZS018	11.394671	1.1520288
Mirdametinib	1	1255.659765788373	898.1713718109578	NF0014	E8	2	ZS064	10.671723	2.6582763
DMSO	1	603.1284080914688	1154.4797713280564	NF0014	D9	3	ZS050	11.49674	0.5771937
Binimetinib	1	593.0717397222978	579.9090661584536	NF0014	F7	2	ZS040	10.625216	3.511012
DMSO	1	605.9187992125984	1028.279035433071	NF0014	F4	2	ZS060	11.689156	2.7149022
DMSO	1	792.4269248501614	1293.2474642692484	NF0014	G9	2	ZS060	11.871354	3.4843652
Selumetinib	1	892.3923776526635	1148.9328713728887	NF0014	D11	2	ZS060	13.976845	3.0535214
Mirdametinib	1	479.9206571128976	1160.3589653967144	NF0014	E8	2	ZS064	10.678378	2.1028588
Selumetinib	1	922.5584656084656	885.5619047619048	NF0014	D11	1	ZS048	8.6088705	4.4288898
Binimetinib	1	781.0555160142349	927.423487544484	NF0014	F7	1	ZS028	10.144876	0.6686103
DMSO	1	557.0351118760757	1086.1984509466438	NF0014	D9	2	ZS052	11.53276	3.6010165
DMSO	1	850.0924924924925	486.67657657657657	NF0014	D4	1	ZS058	14.101233	2.3520238
DMSO	1	630.1987684729064	1064.1879310344827	NF0014	D9	2	ZS052	13.723898	3.034952
Everolimus	1	977.6475806451613	423.41139112903227	NF0014	C5	1	ZS052	13.029645	3.309682
Linsitinib	1	475.6797658862876	1001.1120401337793	NF0014	G3	1	ZS044	8.685784	0.10977911
Nilotinib	1	1168.3299767621997	341.4393880712626	NF0014	F6	1	ZS044	10.300468	3.458571
Cabozantinib	1	761.58841778697	611.9638055842813	NF0014	E7	1	ZS012	10.710139	5.2087064
Trametinib	1	279.76585545722713	929.5667404129794	NF0014	C10	2	ZS018	12.9304285	4.2897687
DMSO	1	729.3256918873975	1125.4953082313814	NF0014	C4	1	ZS044	13.672374	2.3283947
DMSO	1	458.463840789783	615.7308626498473	NF0014	C4	2	ZS032	14.11584	2.4291155
Mirdametinib	1	773.9119412941961	516.418945963976	NF0014	F8	2	ZS046	11.218882	3.515429
DMSO	1	950.0631418790415	865.9136553822747	NF0014	D9	1	ZS048	13.041154	3.4459944
Trametinib	10	739.9078303425775	537.6349918433931	NF0014	F10	2	ZS046	12.371835	3.4197698
Mirdametinib	10	676.9712460063897	509.36781150159743	NF0014	G8	2	ZS028	8.590262	1.4187489
Ketotifen	1	523.4255319148937	350.28723404255317	NF0014	C7	1	ZS024	11.36617	-1.437649
